Make,Model,Year,Front Wheel Size (in),SAE Net Horsepower @ RPM,Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Gas Mileage,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,MSRP
Toyota,Tacoma,2013,15,150,27,4,72,66,nan,19,RWD,4,2,Pickup,21
Toyota,Tacoma,2014,15,150,27,4,72,66,208,19,RWD,4,4,Pickup,21
Toyota,Tacoma,2015,15,150,27,4,72,66,208,19,RWD,4,4,Pickup,21
Toyota,Tacoma,2016,16,150,27,4,74,70,212,19,RWD,4,4,Pickup,23
Toyota,Tacoma,2017,18,270,35,6,75,70,212,19,RWD,5,4,Pickup,36
Toyota,Tacoma,2019,18,270,35,6,75,70,212,19,RWD,5,4,Pickup,37
Toyota,Tacoma,2020,18,270,35,6,75,70,212,nan,RWD,5,4,Pickup,38
Toyota,Tundra,2011,18,310,46,8,79,75,nan,15,RWD,6,4,Pickup,29
Toyota,Tundra,2012,18,310,46,8,79,75,nan,15,RWD,6,4,Pickup,30
Toyota,Tundra,2013,18,270,40,6,79,75,nan,16,RWD,6,4,Pickup,27
Toyota,Tundra,2014,18,310,46,8,79,75,228,nan,RWD,6,4,Pickup,32
Toyota,Tundra,2015,18,310,46,8,79,76,228,14,4WD,6,4,Pickup,35
Toyota,Tundra,2016,18,310,46,8,79,76,228,14,4WD,6,4,Pickup,36
Toyota,Tundra,2017,20,380,57,8,79,76,nan,13,4WD,5,4,Pickup,50
Toyota,Tundra,2019,20,380,57,8,79,76,nan,13,4WD,5,4,Pickup,50
Toyota,Yaris Hatchback,2020,16,100,15,4,66,58,161,32,FWD,5,4,4dr,17
Toyota,Yaris,2011,14,100,15,4,66,60,150,29,FWD,5,2,2dr,13
Toyota,Yaris,2012,15,100,15,4,66,59,153,30,FWD,5,2,2dr,14
Toyota,Yaris,2013,15,100,15,4,66,59,153,30,FWD,5,2,2dr,15
Toyota,Yaris,2014,15,100,15,4,66,59,153,30,FWD,5,2,2dr,15
Toyota,Yaris,2015,15,100,15,4,66,59,155,30,FWD,5,2,2dr,15
Toyota,Yaris,2016,15,100,15,4,66,59,155,30,FWD,5,2,2dr,15
Toyota,Yaris,2017,15,100,15,4,66,59,155,30,FWD,5,2,2dr,16
Toyota,Yaris,2019,15,100,15,4,66,58,171,32,FWD,5,4,4dr,16
Toyota,Yaris,2020,15,100,15,4,66,58,171,32,FWD,5,4,4dr,16
Volkswagen,Arteon,2019,18,260,20,4,73,56,191,20,AWD,5,4,4dr,37
Volkswagen,Arteon,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Volkswagen,Atlas,2019,18,230,20,4,78,70,198,22,FWD,7,4,SUV,30
Volkswagen,Atlas,2020,18,230,20,4,78,70,198,nan,FWD,7,4,SUV,31
Volkswagen,Beetle,2010,16,150,25,5,67,59,161,20,FWD,4,2,2dr,19
Volkswagen,Beetle,2011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Volkswagen,Beetle,2012,17,170,25,5,71,58,168,22,FWD,4,2,2dr,20
Volkswagen,Beetle,2013,17,170,25,5,71,58,168,21,FWD,4,2,Convertible,24
Volkswagen,Beetle,2014,18,170,18,4,71,58,168,24,FWD,4,2,Convertible,29
Volkswagen,Beetle,2015,18,170,18,4,71,58,168,24,FWD,4,2,Convertible,30
Volkswagen,Beetle,2016,17,170,18,4,71,58,168,25,FWD,4,2,Convertible,25
Volkswagen,Beetle,2017,17,170,18,4,71,58,168,24,FWD,4,2,2dr,21
Volkswagen,Beetle,2019,17,170,20,4,71,58,168,26,FWD,4,2,2dr,23
Volkswagen,e-Golf,2015,16,110,nan,nan,70,57,168,nan,FWD,5,4,4dr,33
Volkswagen,e-Golf,2016,16,110,nan,nan,70,57,168,nan,FWD,5,4,4dr,28
Volkswagen,e-Golf,2017,16,130,nan,nan,70,57,168,nan,FWD,5,4,4dr,33
Volkswagen,e-Golf,2019,16,130,nan,nan,70,57,168,nan,FWD,5,4,4dr,31
Volkswagen,Golf,2011,17,200,20,4,70,57,165,24,FWD,5,2,2dr,24
Volkswagen,Golf,2012,18,200,20,4,70,57,165,24,FWD,5,2,2dr,25
Volkswagen,Golf,2013,18,200,20,4,70,57,165,24,FWD,5,2,2dr,25
Volkswagen,Golf,2014,18,200,20,4,70,57,165,24,FWD,5,4,4dr,30
Volkswagen,Golf,2015,15,170,18,4,70,57,167,25,FWD,5,2,2dr,20
Volkswagen,Golf,2016,15,170,18,4,70,57,167,nan,FWD,5,2,2dr,19
Volkswagen,Golf,2017,15,170,18,4,70,57,167,25,FWD,5,4,4dr,20
Volkswagen,Golf,2019,15,140,14,4,70,58,167,29,FWD,5,4,4dr,22
Volkswagen,Golf,2020,16,140,14,4,70,58,167,nan,FWD,5,4,4dr,23
Volkswagen,Jetta,2011,15,110,20,4,70,57,182,23,FWD,5,4,4dr,16
Volkswagen,Jetta,2012,15,110,20,4,70,57,182,24,FWD,5,4,4dr,16
Volkswagen,Jetta,2013,15,110,20,4,70,57,182,24,FWD,5,4,4dr,16
Volkswagen,Jetta,2014,16,170,18,4,70,57,182,25,FWD,5,4,4dr,21
Volkswagen,Jetta,2015,16,170,18,4,70,57,183,25,FWD,5,4,4dr,20
Volkswagen,Jetta,2016,15,150,14,4,70,57,183,28,FWD,5,4,4dr,18
Volkswagen,Jetta,2017,16,150,14,4,70,57,183,28,FWD,5,4,4dr,18
Volkswagen,Jetta,2019,17,140,14,4,70,57,185,30,FWD,5,4,4dr,23
Volkswagen,Jetta,2020,17,140,14,4,70,57,185,nan,FWD,5,4,4dr,23
Volkswagen,Passat,2010,17,200,20,4,71,58,188,22,FWD,5,4,4dr,27
Volkswagen,Passat,2012,17,140,20,4,72,58,191,30,FWD,5,4,4dr,27
Volkswagen,Passat,2013,17,140,20,4,72,58,191,30,FWD,5,4,4dr,28
Volkswagen,Passat,2014,16,170,18,4,72,58,191,24,FWD,5,4,4dr,22
Volkswagen,Passat,2015,17,170,18,4,72,58,191,24,FWD,5,4,4dr,23
Volkswagen,Passat,2016,19,170,18,4,72,58,191,25,FWD,5,4,4dr,23
Volkswagen,Passat,2017,16,170,18,4,72,58,191,23,FWD,5,4,4dr,22
Volkswagen,Passat,2019,19,170,20,4,72,58,191,25,FWD,5,4,4dr,29
Volkswagen,Passat,2020,19,170,20,4,72,58,191,23,FWD,5,4,4dr,28
Volkswagen,Tiguan,2011,16,200,20,4,71,66,174,20,FWD,5,4,SUV,24
Volkswagen,Tiguan,2012,16,200,20,4,71,66,174,22,FWD,5,4,SUV,25
Volkswagen,Tiguan,2013,16,200,20,4,71,66,174,21,FWD,5,4,SUV,24
Volkswagen,Tiguan,2014,19,200,20,4,71,67,174,21,FWD,5,4,SUV,36
Volkswagen,Tiguan,2015,19,200,20,4,71,67,174,21,FWD,5,4,SUV,37
Volkswagen,Tiguan,2016,19,200,20,4,71,67,174,21,FWD,5,4,SUV,28
Volkswagen,Tiguan,2017,16,200,20,4,71,67,174,20,AWD,5,4,SUV,26
Volkswagen,Tiguan,2019,17,180,20,4,72,66,185,21,AWD,5,4,SUV,25
Volkswagen,Tiguan,2020,17,180,20,4,72,66,185,20,AWD,5,4,SUV,26
Volvo,S60,2011,18,300,30,6,73,58,182,18,AWD,5,4,4dr,37
Volvo,S60,2012,18,300,30,6,73,58,182,18,AWD,5,4,4dr,38
Volvo,S60,2013,17,250,25,5,73,58,182,20,FWD,5,4,4dr,31
Volvo,S60,2014,17,250,25,5,73,58,182,20,AWD,5,4,4dr,34
Volvo,S60,2015,17,250,25,5,73,58,182,20,AWD,5,4,4dr,35
Volvo,S60,2016,17,250,25,5,73,58,182,20,AWD,5,4,4dr,35
Volvo,S60,2017,20,360,20,4,73,58,182,20,AWD,5,4,4dr,60
Volvo,S60,2019,18,250,20,4,72,56,187,24,FWD,5,4,4dr,42
Volvo,S60,2020,18,250,20,4,72,56,187,23,FWD,5,4,4dr,42
Volvo,S90,1998,16,180,29,6,68,56,191,18,RWD,5,4,4dr,34
Volvo,S90,2017,19,250,20,4,74,56,195,23,FWD,5,4,4dr,49
Volvo,S90,2019,18,250,20,4,74,57,200,22,AWD,5,4,4dr,49
Volvo,S90,2020,19,310,20,4,74,57,200,21,AWD,5,4,4dr,53
Volvo,V60,2015,17,250,25,5,73,58,182,20,AWD,5,4,4dr,37
Volvo,V60,2016,17,250,25,5,73,58,182,20,AWD,5,4,4dr,37
Volvo,V60,2017,20,360,20,4,73,58,182,20,AWD,5,4,4dr,61
Volvo,V60,2019,17,250,20,4,72,56,187,24,FWD,5,4,4dr,38
Volvo,V60,2020,18,250,20,4,72,56,187,23,FWD,5,4,4dr,45
Volvo,V90,1998,15,180,30,6,68,57,191,18,RWD,5,4,Station Wagon,35
Volvo,V90,2017,19,310,20,4,74,60,194,22,AWD,5,4,4dr,55
Volvo,V90,2019,19,250,20,4,74,58,194,23,FWD,5,4,4dr,53
Volvo,V90,2020,19,250,20,4,74,58,194,22,FWD,5,4,4dr,53
Volvo,XC40,2019,18,180,20,4,73,65,174,23,FWD,5,4,SUV,38
Volvo,XC40,2020,18,180,20,4,73,65,174,23,FWD,5,4,SUV,40
Volvo,XC60,2011,20,300,30,6,74,67,182,17,AWD,5,4,SUV,42
Volvo,XC60,2012,18,300,30,6,74,67,182,17,AWD,5,4,SUV,39
Volvo,XC60,2013,18,240,32,6,74,67,182,19,AWD,5,4,SUV,34
Volvo,XC60,2014,18,300,30,6,74,67,182,17,AWD,5,4,SUV,41
Volvo,XC60,2015,18,250,25,5,74,67,182,18,AWD,5,4,SUV,37
Volvo,XC60,2016,18,250,25,5,74,67,182,19,AWD,5,4,SUV,38
Volvo,XC60,2017,18,240,20,4,74,67,182,nan,AWD,5,4,SUV,42
Volvo,XC60,2019,19,250,20,4,74,65,184,20,AWD,5,4,SUV,49
Volvo,XC60,2020,19,250,20,4,74,65,184,20,AWD,5,4,SUV,49
Volvo,XC90,2010,18,230,32,6,74,70,189,15,AWD,7,4,SUV,37
Volvo,XC90,2011,18,230,32,6,74,70,189,16,AWD,7,4,SUV,38
Volvo,XC90,2012,18,240,32,6,74,70,189,16,AWD,7,4,SUV,38
Volvo,XC90,2013,18,240,32,6,74,70,189,16,AWD,7,4,SUV,39
Volvo,XC90,2014,18,240,32,6,76,70,189,16,AWD,7,4,SUV,41
Volvo,XC90,2016,20,250,20,4,79,69,194,22,AWD,5,4,SUV,53
Volvo,XC90,2017,18,250,20,4,79,69,194,22,AWD,5,4,SUV,47
Volvo,XC90,2019,18,250,20,4,79,69,194,20,AWD,7,4,SUV,50
Volvo,XC90,2020,19,250,20,4,79,69,194,18,AWD,7,4,SUV,50
